MAS,Ref
-4.236130872919196544e-01,2.161254051883705618e-02
-3.525094348190419002e-01,2.020452959702327342e-02
-3.063036825835243615e-01,1.900388146301729142e-02
-2.675416814898723961e-01,1.795822290114780159e-02
-2.311994338537438909e-01,1.697867396668756648e-02
-2.083902134863891975e-01,1.611494937965307975e-02
-1.821664592063853561e-01,1.530478296244541098e-02
-1.645479417717219117e-01,1.462691652236265683e-02
-1.457914977636068643e-01,1.396297634937296132e-02
-1.343307304819996439e-01,1.336917563444683932e-02
-1.234192707057038818e-01,1.281783948529970595e-02
-1.117490422471070638e-01,1.232966847469413492e-02
-1.034631356913839895e-01,1.186644292609381236e-02
-9.171727732669902877e-02,1.141587452274205571e-02
-8.678294037597349131e-02,1.100426595930622045e-02
-7.928254007784743540e-02,1.063542861936842172e-02
-7.466749226686351937e-02,1.029483289527793367e-02
-6.867420484521596924e-02,9.975806984615816220e-03
-6.352264211582560327e-02,9.664488940798996591e-03
-5.999038402278091681e-02,9.374541913271998081e-03
-5.583767527111264256e-02,9.111477973569962266e-03
-5.190220899445464192e-02,8.843018009046191980e-03
-4.964280955427610720e-02,8.604939193701638747e-03
-4.612073656838760333e-02,8.374840367356070625e-03
-4.378138573762590385e-02,8.158120539409513192e-03
-4.116680699868206783e-02,7.953001180650088112e-03
6.628757717758128054e-01,inf
nan,nan
7.636030439680495663e-01,1.580373690079312776e-01
1.676102791026113037e+00,9.675465118158922684e-02
-2.594091732632374248e-01,7.386316940019289901e-02
-2.138105212814508160e+00,5.724280064521230366e-02
-2.393608872630475837e+00,4.972899416485968699e-02
-2.001386523887292768e+00,4.242965177536753979e-02
-1.682524820814031763e+00,3.758733849113780889e-02
-1.359123861093461727e+00,3.316741783896303558e-02
-1.123946515383791533e+00,3.003447798703796912e-02
-9.505376351488346032e-01,2.755101951148028819e-02
-7.921027216153875283e-01,2.524864828331599073e-02
-6.811957048836977391e-01,2.338498659374351266e-02
-5.765519029067874834e-01,2.165505551478439511e-02
-5.055647580801280183e-01,2.034611957327027085e-02
-4.368379070363608840e-01,1.909489592587793397e-02
-3.881715279310499755e-01,1.800344736913945393e-02
-3.397676571434023463e-01,1.699393691494274078e-02
-3.051137182404692894e-01,1.615434812867268949e-02
-2.714455528479198798e-01,1.532472068397993867e-02
-2.430957355695005928e-01,1.459456109169925304e-02
-2.210051239907710741e-01,1.395437563244414196e-02
-1.994895845419960290e-01,1.336059682885126949e-02
-1.837473909006451522e-01,1.283609639958036182e-02
-1.672064819787915102e-01,1.232183773322644525e-02
-1.545264347631069013e-01,1.186409390821527299e-02
-1.407409499509279793e-01,1.144171042605336870e-02
-1.319749174459723118e-01,1.104584694227796031e-02
-1.212064261714455443e-01,1.065800358735668855e-02
-1.131367379541904639e-01,1.030903391233843613e-02
-1.050599880650227164e-01,9.965454757047454565e-03
-9.729583580338212190e-02,9.663532021303858702e-03
-9.203013553145160397e-02,9.378683003078213537e-03
-8.554822294384797909e-02,9.105767264823125956e-03
-8.111235687805233574e-02,8.848863259453559546e-03
-7.552737700028476497e-02,8.609230491405430938e-03
-7.211884929794497301e-02,8.383547259389053513e-03
-6.717055140549688108e-02,8.169232516560043234e-03
-6.443725738737793307e-02,7.958661083202905190e-03
-5.379975161924535065e-01,inf
6.362458764715775428e-02,2.658898916705404458e-01
1.514559955626874732e+00,1.419118704183434387e-01
1.500586010104786094e+00,8.977044059445020430e-02
6.069560350535256887e-01,7.289635681843228965e-02
-6.388527871941678260e-01,5.812456535516125761e-02
-1.131298890980797056e+00,4.938549195417825388e-02
-1.263598758720204218e+00,4.201589888024248598e-02
-1.182382077717380575e+00,3.752495006015497264e-02
-1.099645056907682994e+00,3.338279625395376704e-02
-9.437188200802576477e-01,3.006192390938402723e-02
-8.491366440262653192e-01,2.745288993448827611e-02
-7.293277916248571691e-01,2.525751456859489860e-02
-6.572198274500158366e-01,2.347123802094135125e-02
-5.681692612031981060e-01,2.169002985577302145e-02
-5.056417945629719801e-01,2.032057077068303089e-02
-4.441215311042348013e-01,1.904324593103740373e-02
-4.002730972890625183e-01,1.799605707066921287e-02
-3.571975358485432461e-01,1.701527470958615756e-02
-3.231811586403824377e-01,1.614801833256243255e-02
-2.898468021186578203e-01,1.530649678259505923e-02
-2.628472522809488510e-01,1.459570446318501392e-02
-2.404951980845962123e-01,1.397117399136671434e-02
-2.193829323001334208e-01,1.336433521681115212e-02
-2.016627566227202073e-01,1.282721967592421498e-02
-1.854428201554444156e-01,1.232361625269884527e-02
-1.716578116053866510e-01,1.187596506641333538e-02
-1.585394061154465073e-01,1.144474833154359404e-02
-1.473746495919007471e-01,1.104125173325168525e-02
-1.364443304576066773e-01,1.064782745774243283e-02
-1.276843807020750787e-01,1.030773019898210963e-02
-1.188732433378758141e-01,9.970253039415356497e-03
-1.113734439548894339e-01,9.662871619204923407e-03
-1.043886915002216753e-01,9.373575687277197269e-03
-9.829484456966916528e-02,9.105670213055746393e-03
-9.248779714395156948e-02,8.853028224055413745e-03
-8.729336812966208281e-02,8.609546787742995005e-03
-8.237415244865364805e-02,8.380543620281084155e-03
-7.810179362433596062e-02,8.169361930588807386e-03
-7.389535783892506315e-02,7.962208696100940911e-03
6.628757717758132495e-01,inf
1.295523544421030460e+00,2.265570674589224009e-01
1.821926625091161656e+00,1.193866899599713011e-01
1.789723677657513834e+00,9.193689925458793655e-02
1.109358486930356325e+00,7.078591687486648909e-02
5.079309555866092785e-01,5.794424223868267776e-02
-1.566367987426822150e-01,4.713939248980433122e-02
-3.572296144413206753e-01,4.118230492382535940e-02
-5.237952326126272817e-01,3.661240518314329978e-02
-5.184283474146000881e-01,3.312770882507937859e-02
-5.167517907885752493e-01,3.006764198805742666e-02
-4.960280157951473812e-01,2.734790410577603997e-02
-4.688126517171855578e-01,2.529145951709855372e-02
-4.150872431813623642e-01,2.317408427370954566e-02
-3.964459658443653667e-01,2.161254051883704577e-02
-3.528337489011399430e-01,2.020452959702326648e-02
-3.244280138712687944e-01,1.900388146301730530e-02
-2.970999108010384249e-01,1.795822290114781547e-02
-2.684724597352683428e-01,1.697867396668756301e-02
-2.497019726502593129e-01,1.611494937965309363e-02
-2.263077482388571871e-01,1.530478296244540924e-02
-2.096738088012087275e-01,1.462691652236266376e-02
-1.912534230271758784e-01,1.396297634937295092e-02
-1.789714514682783364e-01,1.336917563444682197e-02
-1.668550352277760607e-01,1.281783948529971462e-02
-1.542297630032083422e-01,1.232966847469413665e-02
-1.443448544248712995e-01,1.186644292609380542e-02
-1.318625785357381286e-01,1.141587452274205744e-02
-1.246654881545498222e-01,1.100426595930623086e-02
-1.161067309660173269e-01,1.063542861936841652e-02
-1.095872600712190365e-01,1.029483289527792500e-02
-1.025403189130690423e-01,9.975806984615826628e-03
-9.599340574833198358e-02,9.664488940798984448e-03
-9.094486031505986945e-02,9.374541913272013693e-03
-8.561216886248396163e-02,9.111477973569960531e-03
-8.047194059683289435e-02,8.843018009046198918e-03
-7.681308352094802505e-02,8.604939193701645686e-03
-7.233902105346043387e-02,8.374840367356070625e-03
-6.888501517595917167e-02,8.158120539409513192e-03
-6.529543195424941660e-02,7.953001180650086377e-03
3.098487720560987868e-01,inf
1.593744010673220579e+00,2.208931407724490925e-01
2.081304259722631667e+00,1.336894061862488881e-01
1.810537374752933193e+00,8.914712941091129661e-02
1.371746404196908742e+00,6.796721749124404188e-02
9.972989875551208083e-01,5.810032699630333919e-02
5.664575988239963777e-01,4.845524426706450394e-02
3.062841177624845423e-01,4.213679012450498307e-02
1.086497224957157226e-01,3.672720423574170334e-02
-1.114062283644693882e-02,3.275915044913865065e-02
-6.727587763307943391e-02,3.020753599830048805e-02
-1.012375001681432019e-01,2.742607874063170831e-02
-1.200633066677676691e-01,2.507836419979199774e-02
-1.355241608553993671e-01,2.318815547301849092e-02
-1.395734153220926921e-01,2.169486763848259628e-02
-1.447522994378610262e-01,2.034194290004723640e-02
-1.306068809711984358e-01,1.900398037299968687e-02
-1.286874783899477903e-01,1.790767381837355190e-02
-1.209265754696680073e-01,1.696479658052189518e-02
-1.138396207893103002e-01,1.610899864804742759e-02
-1.128616711797049560e-01,1.532003951166619436e-02
-1.022616229460928255e-01,1.462469340777423389e-02
-9.919116121011062326e-02,1.399316246606700266e-02
-9.593639449307013456e-02,1.338555826273708955e-02
-8.820376601030892327e-02,1.284637692676680182e-02
-8.528445147518096126e-02,1.232150737297588866e-02
-7.867770377652642810e-02,1.185104432522002087e-02
-7.606630744376523257e-02,1.143204896007877537e-02
-7.189881814822182693e-02,1.102191750355679088e-02
-6.640613368185009635e-02,1.065040756874918899e-02
-6.414133953835228497e-02,1.028993077800496002e-02
-6.076836570592308862e-02,9.968274194009876799e-03
-5.746828093887059591e-02,9.678339222533549960e-03
-5.369919288033832977e-02,9.379676099768257877e-03
-5.115593140595261351e-02,9.104563269490689725e-03
-4.892799659638984860e-02,8.843976812214958405e-03
-4.622166025826781460e-02,8.609678280405356002e-03
-4.444592823141575721e-02,8.379679044587522163e-03
-4.212063199643699407e-02,8.154015125741242639e-03
-4.046702892894071119e-02,7.945536941686082849e-03
6.628757717758123613e-01,inf
1.589252516810847116e+00,1.732495221744698721e-01
1.805547807764254831e+00,1.380279261064117080e-01
1.674333191531702569e+00,9.095599914159670230e-02
1.398916260511920084e+00,7.035403636665986393e-02
1.093947508809130387e+00,5.566569520488640760e-02
8.513186582966892901e-01,4.752479357547242933e-02
6.334436892000646635e-01,4.156221731362952365e-02
4.970098472372365128e-01,3.691025292072638159e-02
3.718748296745337245e-01,3.337222777591103418e-02
2.701845749507212346e-01,3.005237468816656515e-02
2.030590095218277880e-01,2.722668206354617731e-02
1.559139463925729441e-01,2.534562844951173885e-02
1.126226518282999328e-01,2.338460921564671641e-02
8.352583244664003870e-02,2.161608165944425494e-02
5.531945221640680033e-02,2.025724055592620365e-02
4.832694243335887430e-02,1.907305704641959129e-02
3.893105414513060858e-02,1.794526866755840125e-02
2.191143061039782167e-02,1.696254357663867091e-02
2.056167059505463121e-02,1.615169730480964239e-02
8.776864130489126989e-03,1.535631431821633808e-02
8.839384814132118101e-03,1.460408847381655835e-02
2.556578795101932099e-03,1.396737305288370430e-02
-3.270839950647708334e-03,1.335247935029261132e-02
-1.538667189904283344e-03,1.282195555741242471e-02
-3.080659327177044052e-03,1.234171397111434414e-02
-6.409499804364573138e-03,1.185918971889584131e-02
-6.762252714784674872e-03,1.141422074024966461e-02
-8.117668824125016253e-03,1.102595691732007749e-02
-7.512424071567681653e-03,1.064520043677980726e-02
-8.694785370478040620e-03,1.029999771699459388e-02
-1.003637719631826630e-02,9.977180364658470510e-03
-8.283722623332925514e-03,9.673605662022162835e-03
-8.902945760624643781e-03,9.384726849092769538e-03
-8.500916684682511062e-03,9.108575933989995418e-03
-9.204596082446130437e-03,8.851016945281172527e-03
-9.186122300547185787e-03,8.599892741236883978e-03
-8.620027569547390744e-03,8.371524527341783067e-03
-8.530948207148910875e-03,8.163993324920557071e-03
-8.967875923519844084e-03,7.960188675906788858e-03
6.628757717758123613e-01,inf
nan,nan
1.331519308894016040e+00,9.817472923219965064e-02
1.388585824628463028e+00,9.476716358342728019e-02
1.175180961328199603e+00,7.361415046799958672e-02
1.040761349247587120e+00,5.869063521094544655e-02
8.640464275682558926e-01,4.975340281234829493e-02
7.045298367680959961e-01,4.220697495744629713e-02
5.939244414865803012e-01,3.761727819585634902e-02
4.932216584351350463e-01,3.353951738395141019e-02
4.046335278879109598e-01,3.007901501471437616e-02
3.422126237803456150e-01,2.757144527879819978e-02
2.869118702299787160e-01,2.524106149515716740e-02
2.421881231154764114e-01,2.340705441385916574e-02
2.102597049496706116e-01,2.181718354584660444e-02
1.756729810061486152e-01,2.033584334835008764e-02
1.547188981385391182e-01,1.912378676998994706e-02
1.366680588168527888e-01,1.802224665114126462e-02
1.183329046611872049e-01,1.706943844717032782e-02
1.029035997723833085e-01,1.619988198879870195e-02
9.231868918952124137e-02,1.535748636430819131e-02
7.981677385129533342e-02,1.466016277666677692e-02
7.479979573332665166e-02,1.401151001146391274e-02
6.247643418878721933e-02,1.341591386597035772e-02
6.045615730424990647e-02,1.286993110259718708e-02
5.164426232662654159e-02,1.234848754405922823e-02
4.903720083570250327e-02,1.188095330477007341e-02
4.296139650226323686e-02,1.145024452238053818e-02
4.070619436290431881e-02,1.104705652570396948e-02
3.519978085077422186e-02,1.067275771436908272e-02
3.472026176443580858e-02,1.031925306374737242e-02
2.922391954174016065e-02,9.992374985795958800e-03
2.974011311994332815e-02,9.679735723050550064e-03
2.548659378123182412e-02,9.387581999689425735e-03
2.509141507582987249e-02,9.124901692195737726e-03
2.199286166001255399e-02,8.859151307554829699e-03
2.163145504239740238e-02,8.622303408603317412e-03
1.910372468753471914e-02,8.391478176699655733e-03
1.883054359393438945e-02,8.172412091498579972e-03
1.646231362512089527e-02,7.963411294789097747e-03
-5.233203941722404107e-01,inf
2.188027553502726319e-01,2.556633573755199285e-01
6.904677794265218216e-01,1.327640683579434933e-01
6.402582776552976362e-01,9.543882396507520627e-02
7.094719526376443985e-01,7.393023989304881027e-02
5.894871346205912133e-01,5.896021908375719683e-02
5.792705541522844559e-01,4.991773237324991647e-02
5.082940506151859550e-01,4.246842315733564271e-02
4.511532960854913177e-01,3.771731307042346104e-02
4.082520643297924412e-01,3.361029680938611153e-02
3.506015930340313780e-01,3.018819479684068871e-02
3.103680672863728396e-01,2.762220345946364217e-02
2.728590191292399880e-01,2.530704557257886997e-02
2.392460473735280868e-01,2.344512249284979102e-02
2.148665759354982108e-01,2.184799558118300997e-02
1.876440247241536741e-01,2.036540900836501800e-02
1.694625978188805115e-01,1.914836049608131113e-02
1.528812471943159224e-01,1.804279521735015906e-02
1.370624587176772491e-01,1.708423739758763854e-02
1.234190181704628575e-01,1.620959394605074599e-02
1.121235164981747717e-01,1.537307057146089333e-02
1.014460765571288947e-01,1.466991388239747771e-02
9.359021481387902464e-02,1.402132369688270826e-02
8.465275785105798312e-02,1.342227929478606412e-02
7.863928347383647433e-02,1.287691285369487425e-02
7.188117628184853558e-02,1.235466031618710596e-02
6.666526644518110112e-02,1.188768646763183057e-02
6.157479133959805478e-02,1.145516971133544136e-02
5.723572880525391871e-02,1.105235116137080580e-02
5.314883316587996898e-02,1.067651783527656141e-02
4.962519465775418193e-02,1.032388666127758044e-02
4.629798003052638944e-02,9.995426845830868851e-03
4.337426350835973249e-02,9.683854572528427865e-03
4.065220169794213356e-02,9.390752434903663903e-03
3.818778717157580299e-02,9.127721434109120277e-03
3.598610300584346305e-02,8.861733938641293273e-03
3.382288953045125418e-02,8.624809028664906160e-03
3.206769610354946731e-02,8.393341769915661083e-03
3.015458349729112711e-02,8.174637743344191979e-03
2.870411386920871180e-02,7.965088389643763811e-03
6.628757717758114731e-01,inf
-9.189743704509278910e-01,1.732495221744699276e-01
-3.496141188825040991e-01,1.380279261064117635e-01
-1.406299000150181833e-01,9.095599914159670230e-02
4.757824722202475681e-02,7.035403636665989169e-02
5.345163139249268364e-02,5.566569520488641454e-02
1.651400942216789403e-01,4.752479357547242933e-02
1.505717042203300882e-01,4.156221731362951671e-02
1.814039688093485592e-01,3.691025292072643016e-02
1.712830889891807096e-01,3.337222777591102724e-02
1.604604723969164093e-01,3.005237468816657556e-02
1.526192835480666699e-01,2.722668206354617731e-02
1.442154047511268744e-01,2.534562844951173191e-02
1.305512542621179439e-01,2.338460921564671294e-02
1.208276317050568649e-01,2.161608165944425494e-02
1.074323018571354121e-01,2.025724055592620018e-02
1.042065355088613449e-01,1.907305704641959129e-02
9.806972102510372324e-02,1.794526866755839778e-02
8.666902525734100637e-02,1.696254357663867438e-02
8.348377232580057872e-02,1.615169730480964586e-02
7.438646640318820336e-02,1.535631431821632940e-02
7.103677724982063180e-02,1.460408847381656008e-02
6.476913425134568636e-02,1.396737305288370430e-02
5.871627065939083456e-02,1.335247935029260265e-02
5.655105954514745570e-02,1.282195555741241950e-02
5.295078957519910867e-02,1.234171397111434587e-02
4.860105609484811212e-02,1.185918971889583264e-02
4.565880309297208617e-02,1.141422074024965941e-02
4.267778548759293411e-02,1.102595691732008269e-02
4.057226851046837057e-02,1.064520043677981594e-02
3.787010294404846711e-02,1.029999771699459388e-02
3.529769102957912991e-02,9.977180364658463571e-03
3.406796506489406101e-02,9.673605662022173243e-03
3.206037016629362246e-02,9.384726849092773007e-03
3.046891832800947136e-02,9.108575933989995418e-03
2.861645323651898498e-02,8.851016945281179465e-03
2.710129394754509299e-02,8.599892741236883978e-03
2.595001485123256055e-02,8.371524527341772659e-03
2.471381699111246597e-02,8.163993324920555336e-03
2.335836803536038217e-02,7.960188675906790592e-03
-2.538798497944680932e-01,inf
-1.792915992603045794e+00,2.208931407724491758e-01
-1.134376271368323197e+00,1.336894061862489436e-01
-6.762275349513914291e-01,8.914712941091136600e-02
-4.555048500525714084e-01,6.796721749124409739e-02
-2.917571329531893909e-01,5.810032699630331837e-02
-2.111089771323617081e-01,4.845524426706453863e-02
-1.365214278462639208e-01,4.213679012450501082e-02
-9.317852546820119819e-02,3.672720423574174498e-02
-6.586299847170253019e-02,3.275915044913867147e-02
-4.297532160585756933e-02,3.020753599830050887e-02
-2.214900774873362899e-02,2.742607874063171525e-02
-9.212305484470967309e-03,2.507836419979200815e-02
-3.337681763647662361e-03,2.318815547301850480e-02
1.852663244838199464e-03,2.169486763848259281e-02
3.079775289920240466e-03,2.034194290004723987e-02
1.091431449310972628e-02,1.900398037299969728e-02
1.100566578991107880e-02,1.790767381837355884e-02
1.333233914177601315e-02,1.696479658052190559e-02
1.456663385474498383e-02,1.610899864804743453e-02
1.237146300330973364e-02,1.532003951166620477e-02
1.487888741033475438e-02,1.462469340777423042e-02
1.353413076760581583e-02,1.399316246606701133e-02
1.210642078817763222e-02,1.338555826273709129e-02
1.319265478875817320e-02,1.284637692676681396e-02
1.169874620989151508e-02,1.232150737297589907e-02
1.239755398920557548e-02,1.185104432522003474e-02
1.117520166686952407e-02,1.143204896007878231e-02
1.081403121911750191e-02,1.102191750355680303e-02
1.138408727662355152e-02,1.065040756874918032e-02
1.025407861634209869e-02,1.028993077800497390e-02
9.988748064964818665e-03,9.968274194009878533e-03
9.840890612857897818e-03,9.678339222533558633e-03
9.930580710041499171e-03,9.379676099768261346e-03
9.529060666404048918e-03,9.104563269490700134e-03
9.029368744469032718e-03,8.843976812214977487e-03
8.990885690973525468e-03,8.609678280405357736e-03
8.437167216614157791e-03,8.379679044587539510e-03
8.276893496919769666e-03,8.154015125741246109e-03
7.852357000543807100e-03,7.945536941686084584e-03
6.628757717758113621e-01,inf
-2.202599137689013276e+00,2.265570674589220679e-01
-1.343018024055336435e+00,1.193866899599712178e-01
-9.975157900821745027e-01,9.193689925458781165e-02
-7.248166628166373693e-01,7.078591687486641970e-02
-5.355992057320405619e-01,5.794424223868264306e-02
-4.170217060960758060e-01,4.713939248980429653e-02
-3.297701426750740961e-01,4.118230492382531777e-02
-2.783629364779751647e-01,3.661240518314322345e-02
-2.252350408911547586e-01,3.312770882507935777e-02
-1.872164419034354488e-01,3.006764198805744401e-02
-1.567505341664976459e-01,2.734790410577601222e-02
-1.345563959100905815e-01,2.529145951709854678e-02
-1.089984580676463255e-01,2.317408427370952831e-02
-9.847964591623352415e-02,2.161254051883703536e-02
-8.230064250542501458e-02,2.020452959702324913e-02
-7.242529435213861111e-02,1.900388146301728101e-02
-6.369508255689811105e-02,1.795822290114779812e-02
-5.472802913612139636e-02,1.697867396668754220e-02
-5.009209215816685240e-02,1.611494937965308669e-02
-4.335762795632425171e-02,1.530478296244540577e-02
-3.929438456976553501e-02,1.462691652236265509e-02
-3.429951377315317018e-02,1.396297634937294224e-02
-3.206457007842112433e-02,1.336917563444683238e-02
-2.970509843338946590e-02,1.281783948529969901e-02
-2.655401789678674823e-02,1.232966847469413145e-02
-2.475173079588275510e-02,1.186644292609380195e-02
-2.109993642680092069e-02,1.141587452274204356e-02
-2.041773784248445897e-02,1.100426595930621178e-02
-1.834363242009481171e-02,1.063542861936842172e-02
-1.741544805623270950e-02,1.029483289527791980e-02
-1.574023701899712746e-02,9.975806984615814485e-03
-1.431354901670521887e-02,9.664488940798982713e-03
-1.364499668227901925e-02,9.374541913271999816e-03
-1.248739025158637599e-02,9.111477973569950123e-03
-1.140808075619282810e-02,8.843018009046190245e-03
-1.111191563204903289e-02,8.604939193701631808e-03
-1.005550849939905109e-02,8.374840367356067156e-03
-9.588697678375694353e-03,8.158120539409509722e-03
-8.880733479631069266e-03,7.953001180650074234e-03
6.628757717758110291e-01,inf
nan,nan
-1.726525331959771092e+00,1.580373690079311388e-01
-1.039356223435450977e+00,9.675465118158922684e-02
-7.873515109693178804e-01,7.386316940019285737e-02
-5.918080670319151304e-01,5.724280064521225508e-02
-5.011394830726217942e-01,4.972899416485968005e-02
-4.092266325950393857e-01,4.242965177536753285e-02
-3.470790837491800618e-01,3.758733849113780195e-02
-2.910966351915216799e-01,3.316741783896302170e-02
-2.481333556434101584e-01,3.003447798703795871e-02
-2.179593674888525012e-01,2.755101951148026737e-02
-1.872415210842665878e-01,2.524864828331596645e-02
-1.657881183685505355e-01,2.338498659374352306e-02
-1.439673159517067813e-01,2.165505551478439858e-02
-1.291961870431695414e-01,2.034611957327025350e-02
-1.137681313401390365e-01,1.909489592587792703e-02
-1.030748754050017646e-01,1.800344736913944699e-02
-9.159210000180155464e-02,1.699393691494274425e-02
-8.359090207967673214e-02,1.615434812867267908e-02
-7.522609642497234128e-02,1.532472068397993173e-02
-6.819010525537196055e-02,1.459456109169923396e-02
-6.261859546518189212e-02,1.395437563244413849e-02
-5.708288146180982153e-02,1.336059682885125215e-02
-5.299026170683424075e-02,1.283609639958036182e-02
-4.859434897584648944e-02,1.232183773322645046e-02
-4.522308000998254141e-02,1.186409390821526605e-02
-4.140274791198369359e-02,1.144171042605336350e-02
-3.908681274953928336e-02,1.104584694227796204e-02
-3.603620700727803994e-02,1.065800358735668335e-02
-3.385123143339958951e-02,1.030903391233843960e-02
-3.153345893936087413e-02,9.965454757047449361e-03
-2.931618233128966897e-02,9.663532021303841354e-03
-2.783394684566328423e-02,9.378683003078201394e-03
-2.594864880937514107e-02,9.105767264823124221e-03
-2.469269321144999807e-02,8.848863259453569954e-03
-2.303839892590055921e-02,8.609230491405425734e-03
-2.207568210702965869e-02,8.383547259389062187e-03
-2.056114322359127097e-02,8.169232516560039764e-03
-1.981795594274717368e-02,7.958661083202896516e-03
1.489801516098631096e-01,inf
-1.646544834422528414e+00,2.658898916705406679e-01
-1.007481343221986902e+00,1.419118704183434942e-01
-7.564608324164063813e-01,8.977044059445023205e-02
-5.663611772149290680e-01,7.289635681843240067e-02
-4.799366307004984122e-01,5.812456535516127842e-02
-4.044157903634351681e-01,4.938549195417826082e-02
-3.438406266809070355e-01,4.201589888024249986e-02
-2.962975301025613240e-01,3.752495006015499346e-02
-2.607581498239839313e-01,3.338279625395379480e-02
-2.218768515593558810e-01,3.006192390938403763e-02
-1.991841782519566117e-01,2.745288993448828999e-02
-1.721984750732782621e-01,2.525751456859491248e-02
-1.570497216538328522e-01,2.347123802094135472e-02
-1.374248943494857655e-01,2.169002985577302839e-02
-1.239632088156683853e-01,2.032057077068303089e-02
-1.100540432750719833e-01,1.904324593103741761e-02
-1.005256819357266407e-01,1.799605707066921981e-02
-9.076167814628781361e-02,1.701527470958618185e-02
-8.318321039225622104e-02,1.614801833256243949e-02
-7.536314367199346831e-02,1.530649678259506791e-02
-6.878956015206388885e-02,1.459570446318503821e-02
-6.378174575371274579e-02,1.397117399136672995e-02
-5.855708033594089063e-02,1.336433521681115212e-02
-5.441939051304708896e-02,1.282721967592421325e-02
-5.023161883033328001e-02,1.232361625269885394e-02
-4.702518580923228247e-02,1.187596506641334752e-02
-4.347340320287929050e-02,1.144474833154360272e-02
-4.090655468659296079e-02,1.104125173325168699e-02
-3.798386536864461344e-02,1.064782745774243977e-02
-3.573548426423096142e-02,1.030773019898212003e-02
-3.350387876940490173e-02,9.970253039415359966e-03
-3.139741931781078049e-02,9.662871619204916468e-03
-2.970976072240584520e-02,9.373575687277207677e-03
-2.792655522114604119e-02,9.105670213055753331e-03
-2.654990771629980179e-02,8.853028224055422418e-03
-2.501606678926690530e-02,8.609546787743010618e-03
-2.382649330498550280e-02,8.380543620281080686e-03
-2.246938333196708826e-02,8.169361930588814324e-03
-2.151879704102320143e-02,7.962208696100951319e-03
6.628757717758115842e-01,inf
-4.370886207511379684e-01,2.265570674589224009e-01
-3.168957541203864525e-01,1.193866899599712733e-01
-3.157228933551590733e-01,9.193689925458786716e-02
-2.654958837572222730e-01,7.078591687486647521e-02
-1.996883810055864183e-01,5.794424223868266388e-02
-2.086950007901549053e-01,4.713939248980430347e-02
-1.771440270583503063e-01,4.118230492382532471e-02
-1.706846752900339770e-01,3.661240518314327896e-02
-1.453726536890994347e-01,3.312770882507936471e-02
-1.304615907719116896e-01,3.006764198805746482e-02
-1.174562656883494510e-01,2.734790410577601569e-02
-1.071585665459488940e-01,2.529145951709856413e-02
-9.211972917575675379e-02,2.317408427370953178e-02
-8.760486622158604464e-02,2.161254051883703189e-02
-7.688126859747558550e-02,2.020452959702327342e-02
-7.058683510264474048e-02,1.900388146301727754e-02
-6.461548427882909951e-02,1.795822290114781547e-02
-5.812549381376490992e-02,1.697867396668756648e-02
-5.458530162393333135e-02,1.611494937965309016e-02
-4.930835359410802587e-02,1.530478296244542832e-02
-4.593988034254729153e-02,1.462691652236266203e-02
-4.181083776302645105e-02,1.396297634937294918e-02
-3.959161920554914865e-02,1.336917563444682197e-02
-3.726291183910659249e-02,1.281783948529971809e-02
-3.443260127687654271e-02,1.232966847469412972e-02
