Stress,Ref
-4.107443437841629130e-01,2.754001701729626855e-02
-3.441562073027172874e-01,2.536201206239328126e-02
-3.006956475255934680e-01,2.351534235203056253e-02
-2.636521896129995213e-01,2.194937125707843023e-02
-2.284647931334358173e-01,2.053023641659493942e-02
-2.064206713384245107e-01,1.928067800431185197e-02
-1.807269839264859790e-01,1.815361826283786242e-02
-1.634677620415034283e-01,1.720936473097391117e-02
-1.449758498413046548e-01,1.631149990056327340e-02
-1.337042462973551671e-01,1.550530669244523652e-02
-1.229335041907697879e-01,1.476944726356564132e-02
-1.113649704345095470e-01,1.413061577986129622e-02
-1.031574441282372412e-01,1.352540566058012782e-02
-9.147209503069429759e-02,1.295679786952699461e-02
-8.658688193545643896e-02,1.242494734146525406e-02
-7.912097602969418719e-02,1.196199539600929437e-02
-7.453494329243615102e-02,1.153052513210217102e-02
-6.856328703612943332e-02,1.113568499668005432e-02
-6.343069255692425357e-02,1.075191344221118617e-02
-5.991314901321592029e-02,1.039369155900011013e-02
-5.577235401376995361e-02,1.007299952543971346e-02
-5.184677435309443388e-02,9.748583324405481546e-03
-4.959544924677175559e-02,9.458277549334072332e-03
-4.608054794696508222e-02,9.183590844024950781e-03
-4.374621384486714060e-02,8.923568643921740359e-03
-4.113634608000635989e-02,8.679817912366520269e-03
1.015323049719409987e+01,9.817472923219976444e-01
nan,nan
1.793075526538050024e+00,4.261055956258669175e-01
2.534925504876472058e+00,2.180611774292126326e-01
2.400931725683906226e+00,1.487675916026063028e-01
4.238197170470309194e-01,1.005836499229226383e-01
-6.375397212281291859e-01,8.114288109591746845e-02
-1.136474171832273061e+00,6.425539840407246128e-02
-1.250976761031919571e+00,5.431557185043721370e-02
-1.162125358585804902e+00,4.593428525619154545e-02
-1.021459788419164960e+00,4.049124392552611723e-02
-8.957663107092055377e-01,3.604908320006698641e-02
-7.612223067841682456e-01,3.238131418295851077e-02
-6.631157712292734541e-01,2.937921586116811964e-02
-5.655392281741880023e-01,2.679321068812791362e-02
-4.984442501561264227e-01,2.483016430793429444e-02
-4.321291095467529320e-01,2.303421409839830417e-02
-3.850221132968839055e-01,2.146317998363983168e-02
-3.375811150280944029e-01,2.007452878657331116e-02
-3.035585439046701306e-01,1.891867465827490324e-02
-2.703290490522590184e-01,1.780275478902110242e-02
-2.422759843310482164e-01,1.683945512167784112e-02
-2.203941143552952675e-01,1.599220231989121471e-02
-1.990198577325116291e-01,1.523073148631996082e-02
-1.833891964740523017e-01,1.454653840540687422e-02
-1.669257535717959540e-01,1.389842029370126977e-02
-1.543074160324425514e-01,1.331678981422461383e-02
-1.405614129148445579e-01,1.279910060822128139e-02
-1.318342466003245284e-01,1.229768139536767391e-02
-1.210915453757890059e-01,1.182564301884289973e-02
-1.130436143147772743e-01,1.139747990646165082e-02
-1.049838093838750125e-01,1.098078791198586410e-02
-9.723161052890380573e-02,1.062181172223956166e-02
-9.197741109991348918e-02,1.027383290362621042e-02
-8.550347311726887167e-02,9.952595395302387890e-03
-8.107494219999274165e-02,9.642964941742234938e-03
-7.549459963443536092e-02,9.364699527999733111e-03
-7.209174898206316406e-02,9.093758706470745148e-03
-6.714613641168526437e-02,8.847831681999525008e-03
-6.441715352802214467e-02,8.596942357316714189e-03
8.475424374615794676e+00,9.817472923219963121e-01
5.720101511349491297e+00,5.317797833410808916e-01
2.794316638533213215e+00,2.515727436575115883e-01
2.037779720701651254e+00,1.609351596775802362e-01
1.415642289131209264e+00,1.178066324105296048e-01
3.907396999573568008e-01,8.939466873265677904e-02
-3.769103167240629992e-01,7.166478988411648099e-02
-8.154294835297258848e-01,5.836242438624304057e-02
-9.372875162866673993e-01,5.019532187968637343e-02
-9.632732180238495756e-01,4.356302980807454095e-02
-8.727730305001163424e-01,3.813612961904885856e-02
-8.083446664351738864e-01,3.426267658614814277e-02
-7.062321865729822568e-01,3.087783232203853562e-02
-6.428750268882529317e-01,2.839577431067762114e-02
-5.596375499838225354e-01,2.586248184281611864e-02
-5.002140512593554744e-01,2.397152744237561126e-02
-4.406288832995249316e-01,2.222082889390995103e-02
-3.979365387333361204e-01,2.082901937121339406e-02
-3.555992512566431007e-01,1.954246169323558754e-02
-3.220768479492504555e-01,1.842399307962545862e-02
-2.890732706216378456e-01,1.734726220209700104e-02
-2.622963447878623455e-01,1.643470577059088014e-02
-2.400868992031924276e-01,1.566507466874554264e-02
-2.190830085023290630e-01,1.490555337738205290e-02
-2.014368383902515602e-01,1.425118103569202217e-02
-1.852733470962240059e-01,1.362727451377210644e-02
-1.715256667271723989e-01,1.309299661716532837e-02
-1.584377480713021202e-01,1.256363947621150570e-02
-1.472948620393757235e-01,1.209093155057209060e-02
-1.363817135997017760e-01,1.161976027123663192e-02
-1.276350225652219117e-01,1.121617048868581157e-02
-1.188327508640079494e-01,1.082305773882526016e-02
-1.113418272295889772e-01,1.045739124193570402e-02
-1.043622839418042042e-01,1.012656672175689734e-02
-9.827402430834186742e-02,9.808874829296036768e-03
-9.246969345117353467e-02,9.523811182737049533e-03
-8.727833785132425859e-02,9.238269111442334869e-03
-8.236175143022429757e-02,8.981039361900380880e-03
-7.809184697413744380e-02,8.732165465724832029e-03
-7.388672950740969581e-02,8.503596146138095099e-03
1.015323049719410697e+01,9.817472923219983105e-01
6.031708101932501620e+00,3.272490974406656594e-01
2.908217732204296357e+00,1.663516245323383158e-01
2.118319405134148070e+00,1.292926121584773158e-01
1.353743613223955755e+00,9.731927909068084637e-02
7.297940234139809190e-01,7.617720825505035209e-02
8.161719649819489109e-02,6.119937179628835017e-02
-1.955846405081572148e-01,5.184423099246851518e-02
-4.098462787610437363e-01,4.540616557185726126e-02
-4.495933814502662829e-01,4.016340388463342931e-02
-4.734764147678983681e-01,3.590206288375438065e-02
-4.694285546569751943e-01,3.222652723813672349e-02
-4.516500098693910781e-01,2.948774537397961734e-02
-4.046216417331933157e-01,2.667431601586899709e-02
-3.894523487578964716e-01,2.472922410090447332e-02
-3.482324834196439678e-01,2.289498877364955567e-02
-3.212962400087616133e-01,2.139406927766974303e-02
-2.949217953499895795e-01,2.009371445245883639e-02
-2.669498514971512249e-01,1.887651976934420425e-02
-2.486133449845904231e-01,1.784278508791063353e-02
-2.255214995573462666e-01,1.685393948344732912e-02
-2.090940894794607596e-01,1.604504358367657424e-02
-1.908215769369656922e-01,1.524840060176095059e-02
-1.786487712144866902e-01,1.455872425641530424e-02
-1.666115005400744531e-01,1.391842222088118461e-02
-1.540413779696529206e-01,1.334328444899291269e-02
-1.441996634402147592e-01,1.281038845262530250e-02
-1.317470868750997282e-01,1.227687280548876887e-02
-1.245763525128875948e-01,1.181551618588065102e-02
-1.160347408395674684e-01,1.138851557663225593e-02
-1.095300683827048344e-01,1.100518646510497724e-02
-1.024935190196440415e-01,1.063879370080118153e-02
-9.595531097839808676e-02,1.028516368452165805e-02
-9.091356316145864092e-02,9.961537892184900087e-03
-8.558642744847926032e-02,9.664021857460946066e-03
-8.045083022505571113e-02,9.362242534016004814e-03
-7.679546524766457660e-02,9.100177463763623950e-03
-7.232429484407561227e-02,8.841237044025099592e-03
-6.887265444687465377e-02,8.601896063438377316e-03
-6.528476772428659647e-02,8.373825353450121273e-03
7.468937050527276078e+00,6.135920577012470289e-01
6.688202516308215273e+00,2.556633573755198729e-01
3.887310216223304860e+00,1.563523465549846170e-01
2.280027583139866199e+00,1.049383101151498826e-01
1.489537671513817108e+00,8.068989109208471455e-02
1.066917960544648158e+00,6.783169148553555572e-02
6.247886751957605345e-01,5.661062958802797612e-02
3.550394414193596693e-01,4.863696977835417490e-02
1.467944581605475918e-01,4.202894875851877210e-02
1.662454662886665366e-02,3.717539576534865248e-02
-4.717656040863474343e-02,3.398212469206415842e-02
-8.763946650240782288e-02,3.057482029441644517e-02
-1.107771942399826820e-01,2.774797622657061008e-02
-1.289220692820762515e-01,2.552024687424173793e-02
-1.348245073196727151e-01,2.375357940194822159e-02
-1.412813842457121549e-01,2.218824643763130794e-02
-1.282077389130785727e-01,2.059485088635838387e-02
-1.269065599267553412e-01,1.934104185699822911e-02
-1.196113204409167824e-01,1.824875811559871497e-02
-1.128484616407095242e-01,1.726708363975361718e-02
-1.121016196065668935e-01,1.639110077480991287e-02
-1.016809537838395811e-01,1.558668176639727704e-02
-9.873511728038859847e-02,1.488558857650892908e-02
-9.558049829420391108e-02,1.421476204636772621e-02
-8.792302162760734507e-02,1.360305307281392366e-02
-8.506145135368116394e-02,1.302875443953713415e-02
-7.849899178576370817e-02,1.250002619482625671e-02
-7.592091794197454446e-02,1.204331185254344655e-02
-7.178024169465452298e-02,1.159181154329294409e-02
-6.630880220341719977e-02,1.117705368843620664e-02
-6.406114765835119185e-02,1.078796777729342134e-02
-6.070176642398020239e-02,1.043584982320156299e-02
-5.741181559460310779e-02,1.011813869613716575e-02
-5.365247122919754308e-02,9.790419065119413192e-03
-5.111621608148823881e-02,9.492474857781619049e-03
-4.889418017065619987e-02,9.211651237141968776e-03
-4.619247108802210233e-02,8.956480038018976159e-03
-4.442127151899182003e-02,8.710154568771593525e-03
-4.209928648511096494e-02,8.466416205045821514e-03
-4.044873318709301530e-02,8.243415332233950885e-03
1.015323049719409276e+01,9.817472923219968672e-01
5.782246114953475846e+00,1.840776173103742530e-01
4.428252974292722577e+00,1.442938480665246215e-01
2.461066201706857193e+00,9.611048434672320173e-02
1.675503925177795894e+00,7.424632931809806158e-02
1.160983668297107085e+00,5.949938682938070433e-02
8.813748516511271669e-01,5.019038623693507228e-02
6.476124063724688629e-01,4.422504519998069622e-02
5.049314960141760844e-01,3.900019533814647749e-02
3.780555670154407411e-01,3.530334123802325585e-02
2.750763539591001838e-01,3.176333953535358245e-02
2.065692023406481004e-01,2.869477781399865438e-02
1.587392310222583147e-01,2.665679313206778880e-02
1.148510533885753609e-01,2.456823282457981303e-02
8.520120524310449694e-02,2.264952677323540248e-02
5.668537918262882974e-02,2.122361597651007542e-02
4.931386157041683926e-02,1.990622356733079759e-02
3.966995199644330478e-02,1.867324574378359525e-02
2.253279325927700499e-02,1.765897962020347017e-02
2.102857436436449123e-02,1.676168612154513293e-02
9.171622496112920644e-03,1.594001819762845898e-02
9.137971187417629967e-03,1.511796258619351255e-02
2.805669425496466838e-03,1.445254506539583698e-02
-3.062120253175668137e-03,1.381291568975292171e-02
-1.375696382615291700e-03,1.323382032688939780e-02
-2.946410018799231704e-03,1.272438077252571915e-02
-6.295267998209771142e-03,1.222375838390230007e-02
-6.668654473277657070e-03,1.175107387821003671e-02
-8.038442028009053220e-03,1.134464155507537882e-02
-7.447035893396610449e-03,1.093924494694570142e-02
-8.638695015577129918e-03,1.057949484011353435e-02
-9.987781162368616211e-03,1.024508367835112732e-02
-8.243796910011313983e-03,9.918452686548062669e-03
-8.868228829378517822e-03,9.618242434406319014e-03
-8.471430612193169701e-03,9.327367345407580612e-03
-9.178739860108090648e-03,9.061162149058587731e-03
-9.163792642188230142e-03,8.799187269749333962e-03
-8.600726315514997319e-03,8.558964945709077524e-03
-8.514087559748877501e-03,8.342536258388473167e-03
-8.952886710494266029e-03,8.132637873200291440e-03
1.015323049719409276e+01,9.817472923219969783e-01
nan,nan
2.959968086350819760e+00,1.001782951348976075e-01
2.553463348123743870e+00,9.611048434672325724e-02
1.680054323877709477e+00,7.424632931809808933e-02
1.215762712840444681e+00,5.949938682938074597e-02
9.450683953581032748e-01,5.024639149505319424e-02
7.371086297901553452e-01,4.265619968178573779e-02
6.093985786836109142e-01,3.801741769412491506e-02
5.009876067664994492e-01,3.382263508569024330e-02
4.084091940995506764e-01,3.037050354123884202e-02
3.442321393198577995e-01,2.782523618212542210e-02
2.880701432373626303e-01,2.546801220390989412e-02
2.428746589969972003e-01,2.363546288780293131e-02
2.106972042680390900e-01,2.200205575786495088e-02
1.759765618126169218e-01,2.054049193568628986e-02
1.549238133421289854e-01,1.929388555248144968e-02
1.368089395533010066e-01,1.816448593887246346e-02
1.184458743221147164e-01,1.721523738185566296e-02
1.029944703017606072e-01,1.634575764805932044e-02
9.238492143185142447e-02,1.548032612559189017e-02
7.987711665986872711e-02,1.479182540751552977e-02
7.484003670114566797e-02,1.411168647459327616e-02
6.251957707354828531e-02,1.354030604993650307e-02
6.048376992859373635e-02,1.295949785691122812e-02
5.167215797468981131e-02,1.245152646286976257e-02
4.905764221682477194e-02,1.196384502933429614e-02
4.298063874919276495e-02,1.153935351078379939e-02
4.072072520457799272e-02,1.112170862428017541e-02
3.521430796180816808e-02,1.075651776813703331e-02
3.473062600726233018e-02,1.038353121802650277e-02
2.923552747628775997e-02,1.007031074958848749e-02
2.974782876116344177e-02,9.736752544916335572e-03
2.549478067708970536e-02,9.454091447559334616e-03
2.509761521904226023e-02,9.179616522930584069e-03
2.199910017318160854e-02,8.919244305561346842e-03
2.163626431235703487e-02,8.672613626369727810e-03
1.910854522013802695e-02,8.446295292443162933e-03
1.883433277032751929e-02,8.218635671608140805e-03
1.646620260664501123e-02,8.014815514040072447e-03
8.413410670650792511e+00,7.363104692414976782e-01
8.533102028039712295e+00,2.556633573755199285e-01
4.231269470702035740e+00,1.332649598336179964e-01
2.255268652737974389e+00,9.611048434672320173e-02
1.390043719357559882e+00,7.424632931809806158e-02
8.842941473496531701e-01,5.949938682938072515e-02
7.240217202174378253e-01,5.024639149505319424e-02
5.789935299996556983e-01,4.278929796043523526e-02
4.910117861862554056e-01,3.801741769412488731e-02
4.295505196038662543e-01,3.382263508569024330e-02
3.630805828667362234e-01,3.041722149625277274e-02
3.178466254603647956e-01,2.782523618212541863e-02
2.774203090881766087e-01,2.549144302344046042e-02
2.422170601169175430e-01,2.363546288780292784e-02
2.167440585490315874e-01,2.200205575786496476e-02
1.889505199958144144e-01,2.054082208322462536e-02
1.703246070039425297e-01,1.929415945250259959e-02
1.534502924686280689e-01,1.816471460683404329e-02
1.374837456889117793e-01,1.721101907992270141e-02
1.237332061789262749e-01,1.633830776304541141e-02
1.123375747142980746e-01,1.548116956139053944e-02
1.016180476801976373e-01,1.478771728894636046e-02
9.370388982247651599e-02,1.410994133734329477e-02
8.475657762722105248e-02,1.353536309839165237e-02
7.870560050343282377e-02,1.295688317004669958e-02
7.194027960307955438e-02,1.244873932901411837e-02
6.670596937122809378e-02,1.196255641239951824e-02
6.161078874031652303e-02,1.153685295070509820e-02
5.726158892143122514e-02,1.112021670553099001e-02
5.317318231678010848e-02,1.075407344061725563e-02
4.964122312604736520e-02,1.038249321370855217e-02
4.631447338503739963e-02,1.006816689203723220e-02
4.338445595420711842e-02,9.736119992572065882e-03
4.066272602891583127e-02,9.452827919582247607e-03
3.819525600289971901e-02,9.178227431710522105e-03
3.599332391057651070e-02,8.918071124272404504e-03
3.382815971753181522e-02,8.671438010984997696e-03
3.207291524540497457e-02,8.444934349438961568e-03
3.015845112499622102e-02,8.217636422515878572e-03
2.870797080938200865e-02,8.013714002448737300e-03
1.015323049719407500e+01,9.817472923219952019e-01
5.960580510603768367e+00,1.840776173103743085e-01
4.206680791643085726e+00,1.442938480665246770e-01
1.510567925699470404e+00,9.611048434672320173e-02
7.004366868695822701e-01,7.424632931809808933e-02
3.240535509102944189e-01,5.949938682938071821e-02
3.121650645427195836e-01,5.019038623693507228e-02
2.332116149228594115e-01,4.422504519998068234e-02
2.306266743021756216e-01,3.900019533814651912e-02
2.019949275465864891e-01,3.530334123802326279e-02
1.795068295041954420e-01,3.176333953535359633e-02
1.647123083577706482e-01,2.869477781399865784e-02
1.524813078911062825e-01,2.665679313206778880e-02
1.361568594955004374e-01,2.456823282457981303e-02
1.246059745168143912e-01,2.264952677323539901e-02
1.101693478583096741e-01,2.122361597651006848e-02
1.061738294555266277e-01,1.990622356733080106e-02
9.946614028888400849e-02,1.867324574378359525e-02
8.773844565082766778e-02,1.765897962020347364e-02
8.427764677246374347e-02,1.676168612154513293e-02
7.500749169038843644e-02,1.594001819762845204e-02
7.150198802176033208e-02,1.511796258619351949e-02
6.513860203941161664e-02,1.445254506539583698e-02
5.901178998184285207e-02,1.381291568975291477e-02
5.678136518808504091e-02,1.323382032688939607e-02
5.313634570393170609e-02,1.272438077252571742e-02
4.875387778725182031e-02,1.222375838390229140e-02
4.578149423375420940e-02,1.175107387821003324e-02
4.278031146107432597e-02,1.134464155507538402e-02
4.065576764108131541e-02,1.093924494694570315e-02
3.794021854393443000e-02,1.057949484011353435e-02
3.535754697712458622e-02,1.024508367835112038e-02
3.411697013598712774e-02,9.918452686548073077e-03
3.210200499517488343e-02,9.618242434406319014e-03
3.050433269596096106e-02,9.327367345407582347e-03
2.864710310648605276e-02,9.061162149058591200e-03
2.712756209624286180e-02,8.799187269749337431e-03
2.597245186747583826e-02,8.558964945709070585e-03
2.473333877068319142e-02,8.342536258388478371e-03
2.337562469839117932e-02,8.132637873200291440e-03
7.525608412976574790e+00,6.135920577012479171e-01
7.020646693170752073e+00,2.556633573755198729e-01
3.730639710823588029e+00,1.563523465549846725e-01
7.079415067836444253e-01,1.049383101151499520e-01
-3.369945755624485784e-02,8.068989109208478394e-02
-5.813733204986477193e-02,6.783169148553552796e-02
-9.625037831459672122e-02,5.661062958802800388e-02
-6.958491570845784513e-02,4.863696977835421653e-02
-5.406239896323396243e-02,4.202894875851882761e-02
-4.157298984651567469e-02,3.717539576534867329e-02
-2.617351044045243894e-02,3.398212469206418618e-02
-1.097897650852063499e-02,3.057482029441645557e-02
-1.641829174928409680e-03,2.774797622657062396e-02
1.923268999721550231e-03,2.552024687424175181e-02
5.675518856424702045e-03,2.375357940194821466e-02
5.867891850690888471e-03,2.218824643763131835e-02
1.295930914684995106e-02,2.059485088635839775e-02
1.254503442742762979e-02,1.934104185699823952e-02
1.450833555331352415e-02,1.824875811559872538e-02
1.547978796220884218e-02,1.726708363975362412e-02
1.307730668793546068e-02,1.639110077480991981e-02
1.544149799382513351e-02,1.558668176639727530e-02
1.398281905614609695e-02,1.488558857650893602e-02
1.246343472981269532e-02,1.421476204636772968e-02
1.348361680457931151e-02,1.360305307281393407e-02
1.193386401934070674e-02,1.302875443953714456e-02
1.259182873244496341e-02,1.250002619482627059e-02
1.133618654255762713e-02,1.204331185254345002e-02
1.094791985825306103e-02,1.159181154329295277e-02
1.149653668161092213e-02,1.117705368843620317e-02
1.034844958102999757e-02,1.078796777729343348e-02
1.006911230297494880e-02,1.043584982320156646e-02
9.909628760614885498e-03,1.011813869613717443e-02
9.989164856852793609e-03,9.790419065119414926e-03
9.579445613428888215e-03,9.492474857781631192e-03
9.072793277100829265e-03,9.211651237141987858e-03
9.028674762735534876e-03,8.956480038018974424e-03
8.469989176168687961e-03,8.710154568771605668e-03
8.305492702369588962e-03,8.466416205045824983e-03
7.877450405954947860e-03,8.243415332233954354e-03
1.015323049719407322e+01,9.817472923219949799e-01
6.703075987786888845e+00,3.272490974406651598e-01
2.703412975184772193e+00,1.663516245323381770e-01
-2.752660691858618280e-01,1.292926121584771215e-01
-4.696707271703083886e-01,9.731927909068074922e-02
-4.037212883038852063e-01,7.617720825505033821e-02
-3.601856906009049397e-01,6.119937179628832935e-02
-2.951365525701848402e-01,5.184423099246846661e-02
-2.579338116135629910e-01,4.540616557185716412e-02
-2.111635342318920472e-01,4.016340388463339461e-02
-1.778639601977607121e-01,3.590206288375439453e-02
-1.505269828261724951e-01,3.222652723813669573e-02
-1.302033850552017369e-01,2.948774537397961040e-02
-1.058833914403102539e-01,2.667431601586897627e-02
-9.633295728684224124e-02,2.472922410090446291e-02
-8.065824371253636771e-02,2.289498877364953486e-02
-7.120098675630262552e-02,2.139406927766972222e-02
-6.275673667612417794e-02,2.009371445245881210e-02
-5.399356489720461699e-02,1.887651976934417997e-02
-4.953193660558669748e-02,1.784278508791062659e-02
-4.290975180282534385e-02,1.685393948344732565e-02
-3.893808884243603330e-02,1.604504358367656383e-02
-3.400887362318182061e-02,1.524840060176094018e-02
-3.183474035979592942e-02,1.455872425641532159e-02
-2.951974147663877918e-02,1.391842222088116379e-02
-2.639900184010527534e-02,1.334328444899290228e-02
-2.462491132382638517e-02,1.281038845262529730e-02
-2.099046433150485169e-02,1.227687280548875152e-02
-2.032923174627349408e-02,1.181551618588062846e-02
-1.826738080914823079e-02,1.138851557663226460e-02
-1.735176865436173152e-02,1.100518646510497377e-02
-1.568491212295925960e-02,1.063879370080116765e-02
-1.426585320450118703e-02,1.028516368452165632e-02
-1.360445042409831953e-02,9.961537892184886209e-03
-1.245193774399007587e-02,9.664021857460937392e-03
-1.137722575714151044e-02,9.362242534015994405e-03
-1.108548722674117075e-02,9.100177463763611807e-03
-1.003207392619421927e-02,8.841237044025094388e-03
-9.568250376445423810e-03,8.601896063438372111e-03
-8.862623678203250532e-03,8.373825353450109130e-03
1.015323049719406256e+01,9.817472923219940917e-01
nan,nan
4.001356526681377090e+00,2.515727436575116438e-01
-4.348060582964888843e-01,1.641699638827338048e-01
-6.067492790737633035e-01,1.169989561607718553e-01
-5.214662662359609291e-01,8.560735044674523675e-02
-4.634575676250726195e-01,7.084685923161096466e-02
-3.904265225711061049e-01,5.841371333072748612e-02
-3.361532882577351611e-01,5.002994853525746105e-02
-2.849203538924914847e-01,4.295959634940799132e-02
-2.439848188351548264e-01,3.785164043224929081e-02
-2.154478347907082814e-01,3.426274937714100799e-02
-1.854788384457793649e-01,3.079843470671287178e-02
-1.646503487757718376e-01,2.819784371312765089e-02
-1.431350963239076401e-01,2.574403442978872095e-02
-1.286063076888182000e-01,2.394823831520586158e-02
-1.133102106554369215e-01,2.224168719917192852e-02
-1.027537059821995030e-01,2.081893802879611691e-02
-9.133671753323463482e-02,1.948522112353097066e-02
-8.339912352110569194e-02,1.840382863289934112e-02
-7.507524861601351518e-02,1.734915814447603524e-02
-6.806901447750053624e-02,1.642252915760982271e-02
-6.252399557663367025e-02,1.562979904270740683e-02
-5.700409378723273607e-02,1.488474303833453236e-02
-5.292868651665980084e-02,1.425032070196738040e-02
-4.854257296239572472e-02,1.361887022792888403e-02
-4.518145392478809669e-02,1.307024958213481684e-02
-4.136528811686103480e-02,1.255011718781812169e-02
-3.905767516697026404e-02,1.208926654374206829e-02
-3.601067794157657154e-02,1.162424800450505800e-02
-3.382992179029698648e-02,1.121460189522272347e-02
-3.151569765822183344e-02,1.081207844504015851e-02
-2.930001279503879896e-02,1.045280048948962065e-02
-2.782077087661224621e-02,1.012788023535587598e-02
-2.593667104616003902e-02,9.806748674357114101e-03
-2.468291414217086213e-02,9.515426766177356374e-03
-2.302921915559354507e-02,9.234127343430533971e-03
-2.206823719006289000e-02,8.981313295590011986e-03
-2.055399238858368616e-02,8.730407140558150980e-03
-1.981221052507340166e-02,8.497043193200158259e-03
8.583171139948145623e+00,9.817472923219976444e-01
6.773320006552532746e+00,5.317797833410813357e-01
2.514316174842403218e+00,3.388391696416890864e-01
-1.016557596939503677e-01,1.878807664508197195e-01
-3.451693889161554507e-01,1.432215407639972904e-01
-4.011987447361093362e-01,1.000920255013549032e-01
-3.671395469220349872e-01,7.901909121576400352e-02
-3.262182627837272308e-01,6.290595722106694099e-02
-2.863129147028234955e-01,5.394524228046868042e-02
-2.553173509548123388e-01,4.599686618635200064e-02
-2.186109799416929012e-01,4.029580520445716352e-02
-1.972483613890538279e-01,3.577418982093166083e-02
-1.709344754344136741e-01,3.232880517526369457e-02
-1.562500884842365489e-01,2.941963017231269753e-02
-1.368928724018125542e-01,2.677176793337675276e-02
-1.236074143930500358e-01,2.474321268601297613e-02
-1.098001716065049316e-01,2.292529724877785668e-02
-1.003513496040385755e-01,2.143536474047806617e-02
-9.063290726269038200e-02,2.007283858997372869e-02
-8.309212491189280070e-02,1.888464478654043252e-02
-7.529506589997068955e-02,1.776141566015989465e-02
-6.873837430261044157e-02,1.683078543645550457e-02
-6.374313363270572852e-02,1.599848568375466379e-02
-5.852761229846431545e-02,1.522008833009606127e-02
-5.439640671810352934e-02,1.452545668702488746e-02
-5.021355041168807515e-02,1.389467022885875445e-02
-4.701092169814193727e-02,1.332253407462824675e-02
-4.346135791879271459e-02,1.279347032581443049e-02
-4.089743868794475795e-02,1.228590028273797603e-02
-3.797607571168037932e-02,1.180726597424083466e-02
-3.572949560574779915e-02,1.139314920923962908e-02
-3.349886311452724558e-02,1.098122286408685817e-02
-3.139345514124406572e-02,1.061615936967046786e-02
-2.970640415728830960e-02,1.026393393895250541e-02
-2.792374598014399356e-02,9.950431940801751640e-03
-2.654755520435058205e-02,9.644263904103901261e-03
-2.501407602392414012e-02,9.361587285757701563e-03
-2.382483660642970361e-02,9.087566593261084402e-03
-2.246794106768831151e-02,8.846499887654591179e-03
-2.151757550195472837e-02,8.598500352048824361e-03
1.015323049719408210e+01,9.817472923219958680e-01
5.319843140269821191e+00,7.363104692414977892e-01
1.610801869877315662e+00,4.170821830126129059e-01
3.690055914004482518e-01,2.609031597343886011e-01
-3.311364894691632560e-02,1.624182406659811229e-01
-9.896903249574590111e-02,1.156743169772694591e-01
-1.659763711089611293e-01,8.191060709422086361e-02
-1.539625191183971453e-01,6.663712445372604876e-02
-1.575665679700274380e-01,5.570495076590824268e-02
-1.371929929581368057e-01,4.840214871153219328e-02
-1.253506188305710811e-01,4.233574223064841963e-02
-1.142345245039738943e-01,3.729057564486906728e-02
-1.050088231720980453e-01,3.362423213162336194e-02
-9.068124148688359865e-02,3.014041575762179889e-02
-8.663737179620439877e-02,2.754001701729624080e-02
-7.617976106974690131e-02,2.536201206239328820e-02
-7.008197155756815122e-02,2.351534235203055212e-02
-6.424218850630271371e-02,2.194937125707844758e-02
-5.784438138491173470e-02,2.053023641659494289e-02
-5.437663123695029438e-02,1.928067800431186932e-02
-4.914677201475312757e-02,1.815361826283788324e-02
-4.581481800934661397e-02,1.720936473097391811e-02
-4.171171196610482662e-02,1.631149990056325952e-02
-3.951506522918649816e-02,1.550530669244521570e-02
-3.720277981745186840e-02,1.476944726356565173e-02
-3.438323104632183547e-02,1.413061577986128754e-02
